T,Exp,Acc_X_Mean,Acc_X_RMS,Acc_X_Std,Acc_X_SF,Acc_X_Skewness,Acc_X_Kurtosis,Acc_X_Peak,Acc_X_CF,Acc_X_IF,Acc_X_MSF,Acc_X_MPS,Acc_X_FC,Acc_Y_Mean,Acc_Y_RMS,Acc_Y_Std,Acc_Y_SF,Acc_Y_Skewness,Acc_Y_Kurtosis,Acc_Y_Peak,Acc_Y_CF,Acc_Y_IF,Acc_Y_MSF,Acc_Y_MPS,Acc_Y_FC,Acc_Z_Mean,Acc_Z_RMS,Acc_Z_Std,Acc_Z_SF,Acc_Z_Skewness,Acc_Z_Kurtosis,Acc_Z_Peak,Acc_Z_CF,Acc_Z_IF,Acc_Z_MSF,Acc_Z_MPS,Acc_Z_FC,AE_Mean,AE_RMS,AE_Std,AE_SF,AE_Skewness,AE_Kurtosis,AE_Peak,AE_CF,AE_IF,AE_MSF,AE_MPS,AE_FC,Force_X_Mean,Force_X_RMS,Force_X_Std,Force_X_SF,Force_X_Skewness,Force_X_Kurtosis,Force_X_Peak,Force_X_CF,Force_X_IF,Force_X_MSF,Force_X_MPS,Force_X_FC,Force_Y_Mean,Force_Y_RMS,Force_Y_Std,Force_Y_SF,Force_Y_Skewness,Force_Y_Kurtosis,Force_Y_Peak,Force_Y_CF,Force_Y_IF,Force_Y_MSF,Force_Y_MPS,Force_Y_FC,Force_Z_Mean,Force_Z_RMS,Force_Z_Std,Force_Z_SF,Force_Z_Skewness,Force_Z_Kurtosis,Force_Z_Peak,Force_Z_CF,Force_Z_IF,Force_Z_MSF,Force_Z_MPS,Force_Z_FC,Tool_Wear
1.0,1.0,0.16323996839120475,0.2448735225966673,0.24536622051546858,1.5000831292115155,0.9646301506957534,3.3795720790686974,2.343314,9.569487036210472,14.355026058227637,0.022395080457588628,20237.586661295998,8.486941177860428e-18,0.08406880635612929,0.11969116813590369,0.11942292370420182,1.423728649469248,1.0600440555045962,5.606815422114324,2.096776,17.518218199852555,24.94118913878368,0.04380559324938675,4835.031134762022,2.0313076555677837e-17,0.07214384349972296,0.11605690569067717,0.11683331540083029,1.608687589414651,2.6831394753467244,25.84806049018272,2.716064,23.402864171125156,37.64789714884583,0.04100939699163984,4545.87027769733,1.2584274365969823e-17,1.1108076736842103,2.4612111861351815,2.4867358853767074,2.215695159875962,2.45270774591698,12.562342498155083,24.18427,9.826166131633892,21.771788737998317,0.08692907301798956,23018.7299104764,-3.690516831310368e-05,156.18062356211922,184.08868924446296,97.52020815679606,1.1786909607979865,0.3825112119092277,2.6272633299657246,546.265,2.9674012142841666,3.4976489883377164,0.0009169236747754849,1830020746.0637078,6.176212717760155e-19,159.2288045286939,173.71924745730033,69.45908846544198,1.0910039045479059,-0.12888802410265626,2.4049041279974808,328.979,1.893739495278795,2.0660771835457457,0.0002561153555973952,1629662532.981996,-1.7338861845405861e-19,115.89657062702544,123.87743861366032,43.80430532180044,1.0688619856778907,-0.4260664155964244,3.0105398721804595,283.203,2.2861547927482766,2.4435839513439497,0.001006255904554928,828678814.683781,3.4098245319317727e-19,96.54
1.0,2.0,0.1836911986749669,0.3331339814714839,0.33584361261494194,1.813554399309839,2.018646496976733,9.25778793684308,3.769139,11.31418351064446,20.5188872803281,0.022351010819067638,37455.270221976614,-1.1543306888605447e-17,0.10500331926127625,0.1473754772055901,0.15017065810001468,1.4035316049284179,0.8480908343588165,3.8057963540133444,1.870074,12.689180286020246,17.809665572064034,0.045299187093936634,7330.363527062982,2.760535066533685e-17,0.6478174801852438,0.8808956020353884,0.8838268103203556,1.3597898003361932,0.6249307786447114,2.6214709698917913,9.334673,10.596798279423123,14.409418216579684,0.05388320655306398,261893.03429584674,-2.7205805336465595e-18,0.2354740054247727,0.6438773067985734,0.6502410218921876,2.7343880511867114,6.1715711223623355,73.54039530036401,13.30649,20.666188821223237,56.509379776321204,0.07619283380173272,1824.1431393248104,-5.4981478236515684e-05,80.20702246782466,95.23092374331813,58.0752609457824,1.187314038262926,0.32492494462287164,1.630106954197411,330.2,3.4673610947008005,4.116846503464967,0.0034671546758504937,489731226.1271432,-2.307918466826381e-18,91.27403845926926,102.6819287833304,47.10440763373486,1.124985050696008,0.08720908951779932,2.683009184991829,268.86,2.6183769937485564,2.9456349750534803,0.0007199204460708181,569363782.5064054,-4.962818918621877e-19,165.90731587266902,172.63851260266014,47.73697281581625,1.040572030802772,-0.9476346048683403,5.196431567097946,352.783,2.0434779857722436,2.1263860375557813,0.0006552059755788119,1609448829.8736126,1.7556627455020074e-19,121.06
1.0,3.0,0.20534875724516372,0.3258523044085596,0.3294261179646198,1.5868238443709108,1.6236292513098607,8.827150312560883,4.270499,13.105627740614564,20.796322594256054,0.022660585704563793,35835.763127048696,1.3440506246320743e-17,0.08023594541053213,0.11797494801500942,0.12099128185708556,1.4703503200639487,1.3409980718864882,8.80134610688761,2.391488,20.271151123505827,29.805693542511467,0.03799909744775927,4697.368739299518,-1.1549345617999268e-17,0.36800084179009834,0.5598544395566738,0.5626090782829544,1.5213401057272733,2.2327376959967946,19.45545062970995,11.933681,21.31568521533883,32.42840679915286,0.03564595624896435,105785.2987403131,-2.0855093122527106e-17,0.16726159544338462,0.594811925925831,0.5939136270786386,3.556177521499042,12.77213491376009,242.92320554202735,16.20622,27.24595673628239,96.89145889730285,0.08083297443357633,2299.7079769533752,-5.743648716261732e-05,72.87597826097665,95.0230055717321,68.40359000794459,1.3039002403706277,2.0827267613980367,12.433069890171254,696.716,7.332077067106184,9.56029705021572,0.011695276371994258,487595095.1174011,0.0,76.12089949575007,87.5916885835489,46.197413064838244,1.150691717567516,-0.0321997628935942,1.48538831779041,214.844,2.4527897963180845,2.822404903557334,0.0016950383973810862,414312083.3854491,0.0,181.77032715357123,187.05691965619374,44.156985378843586,1.029083913669562,-1.5149156106990829,6.8044831759852,402.832,2.1535263209743634,2.2161592945787114,0.0005319974175993071,1889510714.6194322,1.4954397080357474e-19,123.18
1.0,4.0,0.2011213096079715,0.2907887296598646,0.29382271596078335,1.445837490948493,0.7681273002949137,2.3614433481806048,2.228655,7.664172551002428,11.081148011337662,0.030755133993170532,28538.43834588955,8.499349082570473e-18,0.11783897194971277,0.15714783750493155,0.15940958655983917,1.3335811990280573,0.3789713500870334,0.9570066521756105,1.044137,6.644297602677692,8.860710363678162,0.04534356570483457,8334.736651403606,-1.707002854978545e-17,0.8471185962145296,1.210887024992528,1.2133488535601709,1.429418537621001,0.543838302771857,1.275826283446137,7.278878,6.011194975059638,8.592513530604458,0.06188459072757607,494859.9594595356,1.9499127894165194e-17,0.22241322052701495,0.5393477363261373,0.5369026644766832,2.4249805611740896,6.2146174309636555,87.88491519402345,12.2298822,22.6753194206506,54.98720881349103,0.08463597496427167,1949.003070556861,-0.0008563739800323156,61.739309197570414,71.85188957144734,61.196178212393576,1.1637948416545432,0.027367114918256434,0.3219319408625528,216.98,3.019823156971281,3.514454612792115,0.0032322150636485253,278790640.58335793,0.0,69.48396379670747,79.56549813866542,39.53177101361422,1.145091526031157,-0.22794806826990036,1.8340988092692194,167.236,2.101865807570813,2.406828725103972,0.0017439950388191234,341862429.3474084,4.1327287072681077e-19,206.3153928288365,213.75322091932318,55.89631593652694,1.036050766685437,-0.8250959581332497,5.5635066035929235,401.611,1.878853559598898,1.9465876709121008,0.0004370298245495773,2467329420.9222417,-3.435677450412833e-19,133.43
1.0,5.0,0.2779562163104701,0.40389117043165085,0.4077294754391516,1.4530747892341238,0.8747436395168215,3.128520155078094,3.939819,9.754654937837326,14.174243167849578,0.030955115907696014,55055.88930209653,-1.1464828275133373e-17,0.17629327017105137,0.2324181450708784,0.23507995889616726,1.318360847497871,0.4458027644342775,1.5968381790026454,2.458627,10.578464083560323,13.946232874428375,0.046576588830852736,18231.194546582567,2.851472762737023e-17,1.0670496292248022,1.5457929704010627,1.5496445723533359,1.4486608008327235,1.008392692983199,5.390119232422101,22.397505,14.489330349450915,20.990124907565452,0.04621298227125758,806450.5082036095,4.089352676873646e-18,0.43825415248734373,1.105635525346639,1.0828388417430603,2.522818138907579,4.901062966244629,41.1884194329935,16.21468,14.665483903401505,36.99834880735845,0.08488587715125387,7823.551455414645,-2.315530832657599e-05,75.55109466980241,94.47699245581549,82.316200668615,1.250504613715117,0.5409044368904159,2.022858656434119,521.851,5.523577607998652,6.907259283015824,0.007432462564686104,482007639.4908991,0.0,88.95630477835597,102.6331434457429,51.561183735724526,1.1537478282339202,0.44367289704349167,3.62209046049684,338.135,3.2945984956482928,3.8011358592569584,0.0015680160143247818,568822888.7740734,0.0,223.6288733303087,233.63468465221757,67.64091133003674,1.0447429313259111,-0.2366217871188409,5.474714954441199,552.979,2.3668531957194197,2.472753145714007,0.0006885601790648948,2947653542.283093,-1.9172194498898298e-19,137.29
1.0,6.0,0.2999565635035155,0.4265426048573744,0.42966292782741244,1.4220145739613905,0.780850679567973,2.715315648748246,4.656328,10.91644292264067,15.523340931812708,0.03208522239522908,61404.4573320923,-8.289172660890395e-18,0.1627094637823296,0.2257509364532027,0.22863510121155597,1.3874481004694914,0.7820741593590305,3.2162474306137816,3.260149,14.441353162119956,20.036628012992416,0.045034203191372836,17200.227255440874,1.091062644878971e-17,0.967429297433193,1.4785963082502118,1.4808202153591585,1.5283766081648134,1.0267594060079066,4.010040415574193,13.737705,9.291045110384024,14.200216012115009,0.047557125674076904,737860.5631823074,8.751776258319177e-18,0.200406350195,0.32768162051494254,0.27462696380672497,1.6350860149695894,3.566788571551671,21.229007712999756,2.76365,8.433948769103988,13.790231683331916,0.07128038156983782,665.7265154244527,-5.299266366401571e-05,76.32173434840097,93.11431479174654,84.29737059428034,1.2200235697827455,0.2816816111902648,0.966961226450544,440.369,4.7293372773552695,5.769902947825586,0.0059527557044260545,468203553.70898837,2.414034946139841e-18,91.34138232703098,104.35620309418124,50.73475338576737,1.1424854806833675,-0.032524588552054284,2.5043930926234395,275.574,2.640705505079512,3.016967698313981,0.001676152408069114,588082614.9257601,-2.8829106112150023e-18,232.38752871094977,243.93443203962062,74.16227905197728,1.0496881368493454,0.027338139594359177,5.224402761210288,540.771,2.216870310101061,2.327022465446613,0.0006691205290211983,3213275889.2697167,-1.7587343563226295e-19,171.05
1.0,7.0,0.25734676036515447,0.372072843103169,0.37542232084537003,1.4458034854420838,0.8904152691986361,3.266439082885006,3.732736,10.032272091852134,14.504693957303159,0.029889014463433262,46723.031132221025,-4.1295917743588145e-19,0.17496366981134873,0.23505024231246116,0.23795821112539584,1.3434231378771355,0.5938123992020833,2.4227855493733235,3.152684,13.412808976427337,18.019077922858624,0.03863475835004601,18646.463287378414,-2.9986213135279085e-17,1.1234981230959318,1.5206038134130093,1.5230970295747432,1.3534546984580678,0.5540691392753135,2.1267927839200653,15.39808,10.126293163397287,13.705479059963867,0.04708104033354372,780381.947847045,2.5603041621948284e-17,0.46208129352417915,1.1264758177613574,1.0715369678970765,2.437830385147181,5.699418061720879,52.6915922516226,16.74875171,14.868274530104653,36.24633142419905,0.08273917883129761,8501.950045607497,-0.0002451476828590173,82.19070478128182,103.9530515517549,79.37636044517795,1.2647786854776946,0.8136847844297543,2.764133307555943,435.486,4.189256529743963,5.298482366818418,0.005417149093171267,583547600.2907044,0.0,80.42198836964131,91.37820195418566,49.36325000629759,1.1362340549724612,-0.13744894645111191,1.2066798020357987,213.013,2.331113935758973,2.648691039830231,0.0023879413886377203,450907042.76430905,1.253317905206408e-18,229.5208491585341,237.5054154380734,61.065556281403666,1.034787978124045,-1.0757199173926515,5.924974960679173,451.66,1.9016829539104332,1.9678386589099384,0.0004587112868698317,3046132816.3925996,0.0,197.42
1.0,8.0,0.34952354659097296,0.5475882498966198,0.5499995288260625,1.566670558357061,1.461971418548888,7.107100802278586,8.017185,14.640900350790176,22.937467527422534,0.024025487878487448,101200.65070877591,8.00038932848689e-18,0.2200065977878584,0.314392829427705,0.31642399331465876,1.4290154594857136,1.0681401565550457,5.353195179881183,4.533386,14.419495534463064,20.60568203673293,0.03219029862075148,33359.561121352024,4.476514088913797e-18,1.259242011060708,2.0169400854563415,2.0191435064509906,1.6017096536966673,1.5010329539117675,7.698047006244895,25.407845,12.59722347887759,20.17709445589255,0.03842148956005881,1372970.0346055222,-5.5330117378556495e-18,0.5034806953589855,1.101443031584902,1.0683953740553287,2.187656928533406,4.03981583350832,35.72936483661174,19.05828851,17.30301791693794,37.85306703052695,0.08567305813451895,8370.919587605878,-0.00017137698070220602,80.61862175483742,120.01562785374739,129.38960654410553,1.4886836966615098,0.8431481804824239,2.6642996163399473,713.806,5.947608763667456,8.854108200592862,0.020149678000259567,864239459.4986802,5.885149301266752e-18,86.52662075952068,110.60510863047705,69.18029630712884,1.2782783802210023,0.9758785333867068,3.708402916792883,373.23,3.3744372626307166,4.313470198232985,0.003347150975842641,734021636.7996329,-2.078758171232572e-18,207.79171756420726,219.7982926092011,71.6513492168194,1.057781778724091,-0.0068469373004727985,4.944133887018319,604.248,2.7491023375433867,2.9079503605012,0.0016954163550448916,2898725677.324634,-4.825220371904152e-19,216.76
1.0,9.0,0.27049896298677634,0.4083381451682406,0.41178045129735963,1.5095737915572072,0.8880314831202369,2.8271574492436318,3.438241,8.420082817840592,12.710736344553316,0.02879683523992718,56274.93050985149,-2.236092795679359e-18,0.14142657951531998,0.20083998061290775,0.20361246543193684,1.4201006720321043,0.5631182615479277,1.4559638720754808,1.30964,6.520813216588365,9.260211231072965,0.045890118579859106,13613.675848448,-2.0752800742637178e-17,0.7024276597787856,0.9606115262063962,0.9633494202297732,1.3675593676207454,0.44443818979909755,1.3517249821395894,7.559422,7.869385067503123,10.76185126647871,0.04589346972308686,311437.31796920055,1.527051471905866e-17,0.5029783247563768,1.0115729645797424,0.9908875627191013,2.011166117485697,2.3053893264246583,11.260503598160367,8.544413588,8.44666068309741,16.987637771744104,0.08403953191663695,7060.631052413678,-0.0016072183727329113,498.99262036851167,551.430047458519,234.69440142006366,1.105086578337134,-0.07551563370033935,1.9270234625828968,993.958,1.8025096829254121,1.9919292579235957,8.553550590714318e-05,16420359326.062885,6.88328262565106e-20,469.97449755745265,509.7804611112267,197.48440489414565,1.0846981352406424,-0.15575849008683634,1.897938260352337,903.015,1.7713801702630874,1.9214127674866224,6.79283491677543e-05,14033570276.780373,-1.006746428624851e-19,396.8596415418234,408.85357832579723,98.30398478751687,1.0302221126274687,-0.7720827269031805,3.6922546677406554,628.662,1.5376213718717835,1.5840915381508953,8.805262870801214e-05,9026874580.778185,-1.5651316112322165e-20,228.45
1.0,10.0,0.4047640427228364,0.7209555252569007,0.7256234072749087,1.7811748306669066,1.951422864867588,9.299586379120253,8.357675,11.59249732779547,20.648264464842665,0.022246788741588242,175425.21319884743,1.759651538123521e-17,0.17690713328256807,0.27505385340822736,0.2786792164963955,1.554792326937392,1.5615036287950899,8.580147066927967,4.388646,15.955588135267794,24.807626004487656,0.043730929318583925,25533.51067233846,-1.7001129198788167e-17,0.9452580669746163,1.7645893879307695,1.7674037517507966,1.8667805645695221,2.6045079462296554,16.943586109042702,25.699942,14.5642619046558,27.188281060911738,0.0386777118793427,1050902.4152249943,1.2989901930565754e-17,0.422500701451831,1.388990958393823,1.4111128066646696,3.2875471061251735,6.456200027070555,69.14511406991362,23.35266,16.812679635441356,55.272476281704876,0.08328756739885597,13698.000765748515,-0.0008233984955079561,226.9058664850651,258.550900754997,125.67906601219683,1.1394632706511127,-0.03086944694596517,1.8159501128028042,609.436,2.3571219369972414,2.6858538716543627,0.003107718774686107,3609889535.7541757,-3.131009216115049e-19,279.4907120544064,299.41141024197407,107.38777611276578,1.071274991720261,-0.09478390395135235,2.847791751249097,601.501,2.008944814474129,2.152132339492234,0.00032091853098679724,4841038046.679318,-4.669493318011227e-19,107.28038726579138,132.77542087151716,81.93218275229849,1.2376485978053084,0.565467029261034,2.547125112946078,460.205,3.466040604347447,4.289740293906882,0.003428245960422055,952000498.243247,0.0,247.44
